loss_db,state,method,rate,e_x,e_z,p_xx,success,message,elapsed_s,q,phi0,phi1,x_json
0.0,VSS,DE,1e-20,0.3271006914488466,0.6037461921414657,0.4935670834874712,True,Optimization terminated successfully.,0.6144392490386963,0.2931275088893746,1.463820534348733,5.472027899830917,"[0.2931275088893746, 1.463820534348733, 5.472027899830917]"
20.0,VSS,DE,0.005620537455559635,0.03140483700117116,0.06281144085798597,0.006567839271635878,True,Optimization terminated successfully.,5.513857126235962,0.9341046196005104,0.5731252536533211,3.7159757047313766,"[0.9341046196005104, 0.5731252536533211, 3.7159757047313766]"
40.0,VSS,DE,0.0005397025621924863,0.03149588804038832,0.06300027052781244,0.0006325254295233326,True,Optimization terminated successfully.,6.987317800521851,0.9367285013356719,4.805144444671661,1.6656072099159203,"[0.9367285013356719, 4.805144444671661, 1.6656072099159203]"
60.0,VSS,DE,5.360646158701764e-05,0.03259332700793633,0.06520080458974631,6.507941819940939e-05,True,Optimization terminated successfully.,5.492505311965942,0.9349285285037283,2.0203090047260055,5.163981690802192,"[0.9349285285037283, 2.0203090047260055, 5.163981690802192]"
80.0,VSS,DE,1e-20,0.2609616368353435,0.512963217470517,5.161534317295153e-05,True,Optimization terminated successfully.,0.5803227424621582,0.48700354124837086,0.38966513801989056,3.3090906390177004,"[0.48700354124837086, 0.38966513801989056, 3.3090906390177004]"
100.0,VSS,DE,4.326778613803732e-07,0.04077928833498874,0.07982730675488114,6.90651059213875e-07,False,Maximum number of iterations has been exceeded.,8.305266618728638,0.9319348765032639,3.7735337402894613,0.6312469461157506,"[0.9319348765032639, 3.7735337402894613, 0.6312469461157506]"
120.0,VSS,DE,1e-20,0.10177675766805937,0.2362055304288434,6.558373032223358e-08,True,Optimization terminated successfully.,0.6215603351593018,0.944554039950736,2.8643595948319875,6.1085777280781794,"[0.944554039950736, 2.8643595948319875, 6.1085777280781794]"
